user-name,clean_content,related_video,related_pics
爽朗的微微笑527,女儿要求安乐死，她不忍受疼痛的折磨了，她爸今天大哭，从没见过她爸流泪。路，没了  ,{},{}
爽朗的微微笑527,我又一次被逼上绝路，难道就这样等死吗？  ,{},{}
爽朗的微微笑527,谁有办法呀！让她出省  ,{},{}
爽朗的微微笑527,神呀！你快显令，放过湖北，放过武汉，放过我女儿，让疫情的战争全面胜利。  ,{},{}
爽朗的微微笑527,老天爷真的想收了我的女儿吗？把所有的路都切断  ,{},{}
爽朗的微微笑527,女儿做Cart治疗，二个月后复发，我们想去陆道培医院，可怎么去呀！  ,{},{}
爽朗的微微笑527,女儿在疫情到来时，在病床联系救灾物质，联系热心人为医生护士提供米饭，把手机号交给给她换药的男护士，关心医护人员，因为这场疫情没有热饭吃。把抗毒联盟的微信交给好多医院的医护人员，让他们能领到救灾物资。她立志要做一个志愿者。当她发现－个网红媒体人抨击诽谤抗毒联盟的高价购买护目镜，口罩造假一些不实传言，她及时告知了抗毒联盟的人。女儿是一个热情待人，爱打抱不平，热爱生命，可命运对她不公，该移植了，移植仓因为这场全国人民的战争停，骨穿做了八天了，也因为这场疫情到现在也没结果，教授说可以回输卡替细胞，交通不便，公司那边细胞过不来，这场疫情对她这个白血病重症患者不公，她也要活。 ,{},"[{'pid': '006FdEFjly1gbp9qhfpgnj30k00zk11m', 'url': 'https://wx2.sinaimg.cn/orj360/006FdEFjly1gbp9qhfpgnj30k00zk11m.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 640, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx2.sinaimg.cn/large/006FdEFjly1gbp9qhfpgnj30k00zk11m.jpg', 'geo': {'width': '720', 'height': '1280', 'croped': False}}}]"
爽朗的微微笑527,一百八十天，我和我的女儿住在医院这么久了，眼泪都哭干了。她睡着了，真香。真怕醒来后的你还是疼，疼在你身上，像刀扎在我心上，心痛，对不起，让你受苦了，不该带你来到这世上。  ,{},{}
爽朗的微微笑527,我没用，只有哭  ,{},{}
爽朗的微微笑527,女儿说妈妈，我走后，你替我到处去旅游，到处看看，因为我喜欢旅游。  ,{},{}
爽朗的微微笑527,14点30分，女儿37.6度，打了一针止痛针，睡了。初七做的骨穿，因为这场疫情，今天十五，结果都没出来。教授上午来查个房，下午就不来了，难道我们这几天都只能靠止痛针吗？我们需要治疗呀！  ,{},{}
爽朗的微微笑527,女儿哭着说，妈妈，对不起，你太累了，我也越来越不坚强了，我能不能不治了，我真的坚持不下去了。我和女儿一起痛苦，这是女儿第三次疼痛了，生不如死，看着女儿如此受折磨，我的心痛呀！有没有神医呀！人间最痛苦的是疾病，与死神抗争。要赢！加油！如意！  ,{},{}
爽朗的微微笑527,如意宝贝，双腿疼痛，胸骨疼痛，一脕上没睡，今早六点忍不住痛哭，她说对不起妈妈，你太累了，她越来越不坚强，不想治了。我们一起哭，病痛为什么要找你呀！你才二十岁，就这样受着地狱般的折磨，活着好难。二十岁，已经在与死神抗争，要嬴呀！生命多宝贵，生活多美好。  ,{},{}
爽朗的微微笑527,现在是23点18分，女儿胸骨开始疼了，真的是白血病又复发了吗？老天呀！为什么这么折磨一个漂亮的女孩，灾难离开我们吧！真的太累了，放过我们，放过我们。  ,{},{}
爽朗的微微笑527,一言不合就上头条，我坚信没有什么事情是上一次头条解决不了的，如果有，那就领券上两次啊！ ,{},{}
爽朗的微微笑527,全国人民齐心协力大战疫情，我们一定会赢。但重病在身的我的女儿，白血病，急需移植，不能等，她也是鲜活的一条生命，可武汉协和移植仓已关，想上北京大学人民医院移植，又出不了省，他们也不接收来自重灾区的病人，怎么办？谁有市长办公室电话，救救我的女儿吧！  ,{},{}
爽朗的微微笑527,又谁知道武汉协和医院院长的电话，急呀！求助，要救命呀！  ,{},{}
爽朗的微微笑527,孩子低烧十来天了，最近又腿痛，和十一月份复发的状态一模一样，难道又复发了，看她一个人流泪，我心好痛，为什么疫情还在，协和的移植仓也关闭了，北人也不接收武汉来的病人，怎么办呀！白血病人太可怜了，为什么碰上这么大的灾害。救救我的女儿吧！  ,{},{}
爽朗的微微笑527,2020年，武汉加油！如意加油！吴琼加油！全中国人民加油！鼠年战胜疫情，战胜疾情，健康平安！我们都会好的。  ,{},{}
爽朗的微微笑527,武汉协和医住了快三个月，久久不能出院，因为我女儿得了白血病，去年猪年，对我家来说就是一个恶梦，如今，武汉又感染病毒，这真是家难国难，全让我们赶上，本来血液病就需要长期戴口罩，可如今全国人民都在和我们抢口罩，难道这就是命吗？救爱心人给予帮助，也赞助我们这些想活下去的人吧！ ,{},{}
爽朗的微微笑527,"今年是个灾年，孩子得了白血病，已治疗八个多月，所在的武汉这个城市又遇上疫情，口罩奇缺，谁来帮帮我们，我们家难国难全遇上，这是什么命，好心人也给我们献点爱心，我们在武汉协和医院，电话15172229522,谢谢了。  ",{},{}
爽朗的微微笑527,生与死，生命来来去去，想想多无聊，莫名其妙的来到这世界上，然后又莫名其妙的得病离开这世界，如果不来，就没有这么多痛苦，生命无常，多希望上天选择一下，放过年轻的孩子，让她们多看看这个世界，多待些日子，活着多好，生命最美好的季节，花开得最艳的时候，让她经历风吹雨打，苦呀！ ,{},{}
爽朗的微微笑527,教授说像我们孩子这种骨痛的白血病百分之四十三预后差，孩子听了一点信心也没有了，叹！只希望冷漠的医生多一点爱心、同情心、怜悯之心，别去伤害打击一颗倍受病痛折磨的心，阿弥陀佛。  ,{},{}
爽朗的微微笑527,医院长长的走廊，从夏季走到冬季，日子一天－天过去，算算在医院来来回回有半年的时间，祈祷孩子快些康复，希望明天会更好。  ,{},{}
爽朗的微微笑527,一场灾难，用福字化解  ,{},{}
爽朗的微微笑527,为什么要选我受折磨？悲伤痛苦  ,{},{}
爽朗的微微笑527,谁会骗人得了白血病，这个病很可怕，会要人命的，求求大家，帮帮这个家庭，帮帮这个孩子，我们都需要帮助,{},{}
爽朗的微微笑527,可怜的女儿，如今没有头发，没有眉毛，没有睫毛，没有健康的皮肤，静静的躺在床上，也没有学上，本该是青春阳光，本该是欢歌笑语，本该离开家，离开父母，到大学校园蹦呀！跳呀！白血病，它害了你。妈妈的眼泪都流成河了，今年是妈妈的本命年，为什么要遭此大难，救救我和我的女儿吧！ ,{},{}
爽朗的微微笑527,今天是9日1日，你本该在湖北大学读书，享受与老师同学在一起快乐阳光的校园生活，可白血病阻断了你读书的道路，可怜的  ,{},{}
爽朗的微微笑527,分享我的故事  ,{},{}
爽朗的微微笑527,吐了一个多星期，胆汁都吐出来，胃疼了四五天，绞绞的痛，四五天都只喝点米汤，今天有了好转，胃不疼了，也不吐了，病痛就是恶棍，太伤人，人活着太痛苦了，这么大的劫难，想活呀！挣扎挣扎，想重生一次。  ,{},{}
爽朗的微微笑527,人生真无常，谁会想这么大的灾难降临到我们这个贫穷的家庭，一场噩梦一样，希望奇迹的降临，给我一个良机，恢复我们正常的生活轨迹吧！  ,{},{}
爽朗的微微笑527,坚持！加油！你行的  ,{},{}
爽朗的微微笑527,好累呀！什么时候能转运呀！昨晚十二点给逝去的亲人烧了纸，希望他们保佑我的孩子早日康复！希望他们在那边有钱用。  ,{},{}
爽朗的微微笑527,昨天孩子早饭、中饭全吐了，可怜，药打的  ,{},{}
爽朗的微微笑527,下个星期就可回家休整，第一阶段终于快熬到头了，人生不易，生病更不易。  ,{},"[{'pid': '006FdEFjly1g4gt2vbcyrj30lo0loac3', 'url': 'https://wx1.sinaimg.cn/orj360/006FdEFjly1g4gt2vbcyrj30lo0loac3.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx1.sinaimg.cn/large/006FdEFjly1g4gt2vbcyrj30lo0loac3.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,又是一天，有一种痛苦叫睡不着，因为思虑太多，被现实打倒，恐惧害怕常常笼罩着我，为什么让我有这种灾难，都一个月了，就像一场梦一样，我不能接受。  ,{},"[{'pid': '006FdEFjly1g4brzatsq1j30lo0lo75f', 'url': 'https://wx2.sinaimg.cn/orj360/006FdEFjly1g4brzatsq1j30lo0lo75f.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx2.sinaimg.cn/large/006FdEFjly1g4brzatsq1j30lo0lo75f.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,孩子的头发掉得很厉害，今天是化疗的第17天，终于知道药物的厉害，但她心好大，自己把头发捋掉了一地，说什么一次性掉完最好，免得床上衣服上脸上全是  ,{},"[{'pid': '006FdEFjly1g4beymkvgdj30lo0logn6', 'url': 'https://wx3.sinaimg.cn/orj360/006FdEFjly1g4beymkvgdj30lo0logn6.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx3.sinaimg.cn/large/006FdEFjly1g4beymkvgdj30lo0logn6.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,幸福是什么？渐行渐远，苦日子挨着，不知道不知道，心太累，我还能活多久，人生终有一死，我想轻轻松松离开，不想不想  ,{},"[{'pid': '006FdEFjly1g4avfwhx3uj30lo0lognl', 'url': 'https://wx1.sinaimg.cn/orj360/006FdEFjly1g4avfwhx3uj30lo0lognl.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx1.sinaimg.cn/large/006FdEFjly1g4avfwhx3uj30lo0lognl.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,化疗期间空腹血糖8.0，餐后2小时11.6，星期一去看内分泌科，我的压力越来越大，这孩子重病还出状况，我的心呀！太疼太疼，快没法呼吸了。  ,{},"[{'pid': '006FdEFjly1g4auza7dn5j30lo0lognp', 'url': 'https://wx3.sinaimg.cn/orj360/006FdEFjly1g4auza7dn5j30lo0lognp.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx3.sinaimg.cn/large/006FdEFjly1g4auza7dn5j30lo0lognp.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,公园里欢声笑语，和我内心的悲伤形成鲜明的对比，我也希望过快乐的日子，我的笑声哪去呢？  ,{},"[{'pid': '006FdEFjly1g4as8eto4oj30lo0lojxx', 'url': 'https://wx3.sinaimg.cn/orj360/006FdEFjly1g4as8eto4oj30lo0lojxx.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx3.sinaimg.cn/large/006FdEFjly1g4as8eto4oj30lo0lojxx.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,太阳出来了，女儿说今天住院整整一个月了，住院治疗道路漫长而艰难，任重而道远，坚持就是胜利，只要有一线希望，就要勇往直前。  ,{},"[{'pid': '006FdEFjly1g4aodm4ld9j30lo0lojsw', 'url': 'https://wx3.sinaimg.cn/orj360/006FdEFjly1g4aodm4ld9j30lo0lojsw.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx3.sinaimg.cn/large/006FdEFjly1g4aodm4ld9j30lo0lojsw.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,又要抽血了，住在血液科，每天这个点都会抽，每天都被扎，看着孩子无助无奈看着护士姐姐忧伤的眼神，我也帮不了她，可怜的娃，干吗要得这种可怕的病，这种灾难为什么会降临到这个善良聪明可爱美丽女孩的头上，上天呀！拯救我的女儿吧！让她少受点磨难。  ,{},"[{'pid': '006FdEFjly1g4am5a8ajzj30lo0loaci', 'url': 'https://wx4.sinaimg.cn/orj360/006FdEFjly1g4am5a8ajzj30lo0loaci.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx4.sinaimg.cn/large/006FdEFjly1g4am5a8ajzj30lo0loaci.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,又抽血了，输液港抽不出来，在静脉抽了一瓶，女儿心情有些不好，又扎了一针，胳膊上好多针眼了，还好昨晚睡了几小时，如今的她睡眠只有正常人的三分之一了。  ,{},"[{'pid': '006FdEFjly1g49i7gjcbxj30lo0loabx', 'url': 'https://wx3.sinaimg.cn/orj360/006FdEFjly1g49i7gjcbxj30lo0loabx.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx3.sinaimg.cn/large/006FdEFjly1g49i7gjcbxj30lo0loabx.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,女儿还在打针，今晚终于睡着了，可怜的孩子，睡觉对你来说都是奢侈品。  ,{},"[{'pid': '006FdEFjly1g49617wtrbj30lo0lojta', 'url': 'https://wx1.sinaimg.cn/orj360/006FdEFjly1g49617wtrbj30lo0lojta.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx1.sinaimg.cn/large/006FdEFjly1g49617wtrbj30lo0lojta.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,救苦救难的观世音菩萨，求求你救救我那可怜的孩子，把她从苦海中救出来。  ,{},"[{'pid': '006FdEFjly1g4887nazv8j30lo0loabb', 'url': 'https://wx2.sinaimg.cn/orj360/006FdEFjly1g4887nazv8j30lo0loabb.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx2.sinaimg.cn/large/006FdEFjly1g4887nazv8j30lo0loabb.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,一个癌症病患者的痛苦，我们常人无法感觉，她身体的痛，心灵的重创，彻底无眠，无论你怎么给她按摩全身，她依然不舒服，无法睡去，妈妈将和你一样，不睡，等待天亮，等待明天。  ,{},"[{'pid': '006FdEFjly1g487c2rj7pj30lo0lowfg', 'url': 'https://wx1.sinaimg.cn/orj360/006FdEFjly1g487c2rj7pj30lo0lowfg.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx1.sinaimg.cn/large/006FdEFjly1g487c2rj7pj30lo0lowfg.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
爽朗的微微笑527,因为化疗中的药物作用，孩子一晚上睡不着，晚上又开不出安服药，怎么办呀！  ,{},"[{'pid': '006FdEFjly1g48719xeuuj30lo0lowfo', 'url': 'https://wx2.sinaimg.cn/orj360/006FdEFjly1g48719xeuuj30lo0lowfo.jpg', 'size': 'orj360', 'geo': {'width': 360, 'height': 360, 'croped': False}, 'large': {'size': 'large', 'url': 'https://wx2.sinaimg.cn/large/006FdEFjly1g48719xeuuj30lo0lowfo.jpg', 'geo': {'width': '780', 'height': '780', 'croped': False}}}]"
